Code equipement,Libellé equipement,Code domaine,Code famille,Etat de santé,Quantité,IRSI,Typologie,Mode de gestion,Code batiment,Code zone,Code local,Code superviseur,Motif de l'évaluation,Origine date mise en service,Motif si état santé impossible,Modèle,Référence,SME/Développement durable,Code DPGF,Débit d'air (m3/h)-AIR,Pression (bar)-AIR,Puissance (kW)-AIR,Type-AIR,Type-CFA,Type-CFO,Puissance (kW)-CFO,Puissance (kVA)-CFO,Cyce (nbr de démarrage)-CFO,Nature diélectrique-CFO,Alimentation (V)-CFO,Type d'éclairage-CFO,Diélectrique transfo. (I)-CFO,Batterie (nbr)-CFO,Anti déflagrant-CFO,Type de batterie-CFO,Programmation-CFO,Zone desservie-CFO,Puissance transormateur (kVA)-CFO,Type de télécommande-CFO,Puissance souscrite-CFO,Tension altérnateur (V)-CFO,Horaire de fonctionnement-CFO,Sortie source centrale (V)-CFO,Puissance source centrale (W)-CFO,Type-CVC,Débit d'air (m3/h)-CVC,Débit d'eau (m3/h)-CVC,Régime eau E/S (°C)-CVC,Régime air E/S (°C)-CVC,Type de fluide frigorignène-CVC,Charge fluide (kg)-CVC,Pilotage-CVC,Type de régulation-CVC,Puissance (kW)-CVC,Régulation-CVC,Horaire de fin-CVC,Unité de stockage-CVC,Capacité cuve (m3)-CVC,Alarme cuve-CVC,Pression (bar)-CVC,Puissance thermique (kW)-CVC,Type de pré-filtration-CVC,Puissance frigorifique (kW)-CVC,Puissance therm. évacuée (kW)-CVC,Pulvériation d'eau-CVC,Type de filtration-CVC,Type de programmation-CVC,Type de reversibilité-CVC,Caractéristique-CVC,Type-ESV,Type-FAC,Pilotage à distance-GTB,Nombre de points-GTB,Autres-GTB,Mobilité-LEV,Niveaux (nbr)-LEV,Course (m)-LEV,Vitesse (m/s)-LEV,Charge (kg)-LEV,Portes vantaux (nbr)-LEV,Nombre de vitesse-LEV,N° ref. fournisseur-LEV,Type-OUV,Type-PAU,Portes vantaux (nbr)-PAU,Hauteur (m)-PAU,Largeur (m)-PAU,N° ref. fournisseur-PAU,Type de motorisation-PAU,Type-PIE,Diamètre RIA (mm)-PIE,Longueur du tuyau (m)-PIE,Pression (bar)-PIE,Type de commande-PIE,Modèle commande-PIE,Type de gaz-PIE,Volume bouteilles-PIE,Nombre de bouteilles-PIE,Débit d'eau (m3/h)-PIE,Puissance surpresseur (kW)-PIE,Nombre de niveaux-PIE,Nombre de prises doubles-PIE,Nombre de prises simples-PIE,Diamètre robinet (mm)-PIE,Type-PLB,Type de filtration-PLB,Débit d'eau (m3/h)-PLB,Puissance (kW)-PLB,Puissance totale (kW)-PLB,Régime eau E/S (°C)-PLB,Capacité (L)-PLB,Capacité (m3)-PLB,Calorifugeage réseau-PLB,Type-POR,Type-SOE,Type-SSI,Nombre de zone-SSI,Mode de transmission-SSI,Type-SUP,Surface (m2)-TOI,Type-VRD,Type de réseau-VRD,Equipment commun/privatif,Fiabilité date mise en service,Organe vital,Adressable-CFO,Accessibilité (hauteur)-CFO,Coupure locale-CFO,Télécommande-CFO,Type de flux-CVC,Adiabétique-CVC,Type de débit-CVC,Batterie chaude-CVC,Batterie froide-CVC,Recyclage-CVC,Thermostatique-CVC,Composition (matière)-CVC,Récupération de chaleur-CVC,Type-GTB,CVC-GTB,Eclairages-GTB,Stores-GTB,Type-LEV,Type de portes palière-LEV,Stores-PAU,Type d'automatisme-PAU,Modèle extincteur-PIE,Commande fermeture-PIE,Commande ouverture-PIE,Mode ouverture-PIE,Stockage-PLB,Adressable-SSI,Accessibilité-TOI,Niveau equipement,Quantite,Code statut,Libelle statut,Equipement règlementaire,Niveau Equipement1,statut_site
18212-CVC-UICL-004,Cassette plafonnière,CVC,UICL,,1.0,941151,BP,MONO,182121,,,M11,,,,,,,CVC95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,OUI,2.0,inactif
18212-CVC-UICL-005,Cassette plafonnière,CVC,UICL,,1.0,941151,BP,MONO,182121,,,M11,,,,,,,CVC95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,OUI,2.0,inactif
18212-CVC-UICL-006,Cassette plafonnière,CVC,UICL,,1.0,941151,BP,MONO,182121,,,M11,,,,,,,CVC95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,OUI,2.0,inactif
18212-CVC-UICL-007,Cassette plafonnière,CVC,UICL,,1.0,941151,BP,MONO,182121,,,M11,,,,,,,CVC95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,OUI,2.0,inactif
18212-CVC-UICL-ENS,Cassette plafonnière,CVC,UICL,,1.0,941151,BP,MONO,182121,,,M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,ES,En Service,OUI,1.0,inactif
16880-PIE-TDES-004,Trappe et volet de désenfumage,PIE,TDES,,1.0,910035,PDC,MONO,168801,,,M11,,,,,,,PI10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,inactif
19350-CVC-DEST-ENS,Destratificateur,CVC,DEST,,5.0,315551,PI,GEIMO,193501,,,M71,,,,,,,CVC48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,ES,En Service,NON,1.0,actif
15278-CVC-DEST-ENS,Destratificateur,CVC,DEST,,6.0,812574,BP,BDS,152780,,,M71,,,,,,,CVC48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,ES,En Service,NON,1.0,inactif
19397-CVC-DEST-001,Déstratificateur,CVC,DEST,0.0,1.0,319574,PI,GEIMO,193970,EXT_PP,ZPV-14,M71,,,,,,,CVC48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,ES,En Service,NON,1.0,actif
21617-PIE-CARL-ENS,Ens. Alarme incendie T4/Diffuseur/Déclencheur,PIE,CARL,,1.0,121201,BP,BDS,216171,,,M71,,,,,,Oui,PI11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,ES,En Service,OUI,1.0,actif
19811-PIE-CARL-ENS,Ens. Alarme incendie T4/Diffuseur/Déclencheur,PIE,CARL,,1.0,320135,BP,MONO,198111,,,M71,,,,,,Oui,PI11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,ES,En Service,OUI,1.0,actif
15277-PIE-CARL-ENS,Ens. Alarme incendie T4/Diffuseur/Déclencheur,PIE,CARL,,1.0,812661,BP,MONO,152771,,,M71,,,,,,Oui,PI11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,ES,En Service,OUI,1.0,inactif
28578-PIE-CARL-ENS,Ens. Alarme incendie T4/Diffuseur/Déclencheur,PIE,CARL,,1.0,460421,BP,MONO,285781,,,M71,,,,,,Oui,PI11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,ES,En Service,OUI,1.0,actif
19373-PIE-CARL-ENS,Ens. Alarme incendie T4/Diffuseur/Déclencheur,PIE,CARL,,1.0,319281,BP,GEIMO,193731,,,M71,,,,,,Oui,PI11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,ES,En Service,OUI,1.0,actif
20363-PIE-CARL-ENS,Ens. Alarme incendie T4/Diffuseur/Déclencheur,PIE,CARL,,1.0,310321,BP,MONO,203630,EXT_PP,,M71,,,,,,Oui,PI11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,ES,En Service,OUI,1.0,actif
15283-PIE-CARL-ENS,Ens. Alarme incendie T4/Diffuseur/Déclencheur,PIE,CARL,,1.0,812381,BP,MONO,152831,,,M71,,,,,,Oui,PI11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,ES,En Service,OUI,1.0,inactif
16353-PIE-CARL-ENS,Ens. Alarme incendie T4/Diffuseur/Déclencheur,PIE,CARL,,1.0,810071,BP,MONO,163531,,,M71,,,,,,Oui,PI11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,ES,En Service,OUI,1.0,actif
15286-PIE-CARL-ENS,Ens. Alarme incendie T4/Diffuseur/Déclencheur,PIE,CARL,,1.0,819441,BP,MONO,152861,,,M71,,,,,,Oui,PI11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,ES,En Service,OUI,1.0,inactif
15287-PIE-CARL-ENS,Ens. Alarme incendie T4/Diffuseur/Déclencheur,PIE,CARL,,1.0,819407,BP,MONO,152871,,,M71,,,,,,Oui,PI11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,ES,En Service,OUI,1.0,actif
15290-PIE-CARL-ENS,Ens. Alarme incendie T4/Diffuseur/Déclencheur,PIE,CARL,,1.0,819287,BP,MONO,152901,,,M71,,,,,,Oui,PI11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,ES,En Service,OUI,1.0,actif
16327-PIE-CARL-ENS,Ens. Alarme incendie T4/Diffuseur/Déclencheur,PIE,CARL,,1.0,810056,BP,MONO,163271,,,M71,,,,,,Oui,PI11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,ES,En Service,OUI,1.0,actif
15294-PIE-CARL-ENS,Ens. Alarme incendie T4/Diffuseur/Déclencheur,PIE,CARL,,1.0,810157,BP,MONO,152941,,,M71,,,,,,Oui,PI11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,ES,En Service,OUI,1.0,actif
15302-PIE-CARL-ENS,Ens. Alarme incendie T4/Diffuseur/Déclencheur,PIE,CARL,,1.0,813061,BP,MONO,153021,,,M71,,,,,,Oui,PI11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,ES,En Service,OUI,1.0,actif
15488-PIE-CARL-ENS,Ens. Alarme incendie T4/Diffuseur/Déclencheur,PIE,CARL,,1.0,320036,PDC,MONO,154881,,,M71,,,,,,Oui,PI11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,ES,En Service,OUI,1.0,actif
15489-PIE-CARL-ENS,Ens. Alarme incendie T4/Diffuseur/Déclencheur,PIE,CARL,,1.0,320034,PDC,MONO,154891,,,M71,,,,,,Oui,PI11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,ES,En Service,OUI,1.0,actif
28330-PIE-CARL-ENS,Ens. Alarme incendie T4/Diffuseur/Déclencheur,PIE,CARL,,1.0,461851,BP,BDS,283300,,,M71,,,,,,Oui,PI11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,ES,En Service,OUI,1.0,actif
11718-PIE-CARL-ENS,Ens. Alarme incendie T4/Diffuseur/Déclencheur,PIE,CARL,,1.0,650017,BP,MONO,117181,,,M71,,,,,,Oui,PI11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,ES,En Service,OUI,1.0,actif
19407-PIE-CARL-ENS,Ens. Alarme incendie T4/Diffuseur/Déclencheur,PIE,CARL,,1.0,319301,BP,MONO,194071,,,M71,,,,,,Oui,PI11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,ES,En Service,OUI,1.0,actif
18385-PIE-PCFN-004,Porte coupe-feu non asservie,PIE,PCFN,0.0,1.0,940461,PDC,BDS,183851,,,M11,Autre,Estimation auditeur,,,,,PI24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moyenne,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
18385-PIE-PCFN-005,Porte coupe-feu non asservie,PIE,PCFN,0.0,1.0,940461,PDC,BDS,183851,,,M11,Autre,Estimation auditeur,,,,,PI24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moyenne,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
18385-PIE-PCFN-006,Porte coupe-feu non asservie,PIE,PCFN,0.0,1.0,940461,PDC,BDS,183851,,,M11,Autre,Estimation auditeur,,,,,PI24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moyenne,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,NON,2.0,actif
14629-CVC-CHF1-001,Chaudière fioul / gaz < 100 kW,CVC,CHF1,,1.0,774583,BP,MONO,146291,,,M11,,,,,,,CVC10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,ES,En Service,OUI,1.0,actif
28020-CVC-CHF1-001,chaudiere,CVC,CHF1,2.0,1.0,561771,BP,MONO,280201,RDC_PC,,M42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,ES,En Service,OUI,1.0,actif
28020-CFO-BAES-ENS,Ensemble - BAES - du bâtiment : 28020,CFO,BAES,2.0,7.0,561771,BP,MONO,280201,RDC_PC,,M42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.0,ES,En Service,OUI,1.0,actif
28020-CFO-ARMC-001,Coffret chaufferie,CFO,ARMC,2.0,1.0,561771,BP,MONO,280201,RDC_PC,,M42,,,,,,,CFO1-Cellules et disjoncteur général HT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,ES,En Service,NON,1.0,actif
26933-CVC-PMCH-001,Pompe à chaleur,CVC,PMCH,2.0,1.0,221941,BP,MONO,269331,RDC_PP,,M42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,ES,En Service,OUI,1.0,actif
27282-CVC-CH1-003,chaudiere GAZ,CVC,CHF1,2.0,1.0,223621,BP,MONO,272821,RDC_PP,,M42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,ES,En Service,OUI,1.0,actif
25844-CVC-UICL-003,UI Mono-split,CVC,UICL,2.0,1.0,372143,BP,MONO,258441,RDC_PP,BUR-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,OUI,2.0,actif
25844-CVC-UICL-004,UI Mono-split,CVC,UICL,2.0,1.0,372143,BP,MONO,258441,RDC_PP,BUR-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,OUI,2.0,actif
25844-CVC-UICL-005,UI Mono-split,CVC,UICL,2.0,1.0,372143,BP,MONO,258441,RDC_PP,BUR-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,OUI,2.0,actif
25844-CVC-UICL-006,UI Mono-split,CVC,UICL,2.0,1.0,372143,BP,MONO,258441,RDC_PP,BUR-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,OUI,2.0,actif
25844-CVC-UICL-007,UI Mono-split,CVC,UICL,2.0,1.0,372143,BP,MONO,258441,RDC_PP,BUR-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,OUI,2.0,actif
15216-CFO-TGBT-ENS,TGBT,CFO,TGBT,,1.0,830612,PI,GEIMO,152161,,,M82,,,,,,,CFO10-TGBT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,ES,En Service,NON,1.0,actif
29569-CVC-PMCH-ENS,ROOFTOP,CVC,PMCH,,1.0,835407,PIFC,MONO,295691,R01_PP,SAN-03,M82,,2019,,TRANE,IH 085 SE,,CVC075-Rooftop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R410a,11,,,,,,,,,,"77,0",,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moyenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,ES,En Service,OUI,1.0,actif
16512-CFO-ARTD-ENS,AMOIRE DIVISIONNAIRE,CFO,ARTD,2.0,1.0,839373,PDC,MONO,165121,,,M82,,,,,,,CFO13-Amoire divisionnaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,ES,En Service,NON,1.0,actif
16677-CFO-POHT-ENS,CELLULE HT/MT INTERRUPTEUR ENSEMBLE,CFO,POHT,,1.0,831448,PIFC,MONO,166771,R01_PP,PLA-02,M82,,,,SCHNEIDER,SM6- QM,,CFO3-Cellule de protection HT,,,,,,CELLULE HT/MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,ES,En Service,NON,1.0,actif
15274-PIE-CARL-ENS,Ens. Alarme incendie T4/Diffuseur/Déclencheur,PIE,CARL,,1.0,812736,BP,MONO,152741,,,M71,,,,,,Oui,PI11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,ES,En Service,OUI,1.0,inactif
15274-PIE-DMAN-ENS,Boitier déclencheur manuel,PIE,DMAN,,1.0,812736,BP,MONO,152741,,,M71,,,,nugelec,,Oui,PI11-Déclencheur manuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,OUI,2.0,inactif
15301-PIE-CARL-ENS,Ens. Alarme incendie T4/Diffuseur/Déclencheur,PIE,CARL,,1.0,813081,BP,MONO,153010,,,M71,,,,,,Oui,PI11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,ES,En Service,OUI,1.0,actif
15301-PIE-DMAN-ENS,Boitier déclencheur manuel,PIE,DMAN,,1.0,813081,BP,MONO,153010,,,M71,,,,NUGELEC,,Oui,PI28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,ES,En Service,OUI,2.0,actif
